Response ID,Time Started,Date Submitted,Referer,IP Address Hash,IP Country,IP City,IP State/Region,Residency,Black/African American:Race/Ethnicity (check any that apply),Asian:Race/Ethnicity (check any that apply),"LatinX (Hispanic, Latino, or Spanish):Race/Ethnicity (check any that apply)",Middle Eastern/North African:Race/Ethnicity (check any that apply),Native American:Race/Ethnicity (check any that apply),Pacific Islander:Race/Ethnicity (check any that apply),White:Race/Ethnicity (check any that apply),"I consider myself a member of an historically excluded group (e.g. Person of Color, LGBTQ)",Age,Gender,Mental Health Issues:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Homelessness:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Substance Abuse:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Protests and Demonstrations:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Traffic:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Intimate Partner Violence:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,"Do you believe police officers treat every community member with equal fairness and respect without considering their race, gender, age, religion or sexual orientation?","Have you or someone you know experienced  physical mistreatment, harassment, or intimidation by a police officer?","If yes, please elaborate","Requiring de-escalation and strict guidelines on using force, especially deadly force:Please indicate which of the following changes to policing you support:",Requiring mandatory body camera use and the automatic release of bodycam footage with 30 days of any major incident:Please indicate which of the following changes to policing you support:,"Publicly releasing all data on police interactions that require filing a report, including the race of the community members?:Please indicate which of the following changes to policing you support:","Ending profiling, ""Stop and Frisk"", and policing of minor issues:Please indicate which of the following changes to policing you support:",Requiring strong civilian oversight boards that can set policy and investigate complaints:Please indicate which of the following changes to policing you support:,"Prioritizing resources towards rigorous training to reinforce policies, including testing for bias in shoot/don't shoot decision making:Please indicate which of the following changes to policing you support:","Banning No Knock, and Knock and Enter warrants:Please indicate which of the following changes to policing you support:","Restricting the purchase, use, and deployment of military equipment:Please indicate which of the following changes to policing you support:",Removing any barriers in police contracts to effective misconduct investigations and civilian oversight:Please indicate which of the following changes to policing you support:,"Has anyone stolen something from you, your car, or your residence in the past 12 months, or have you been the victim of a crime?",How many times have you been involved in a traffic stop with a member of the Saratoga Springs Police Department?,How many times have you had contact with a member of the Saratoga Springs Police Department for something other than a traffic stop?,The SSPD listens to local residents and understands the issues that affect your neighborhood:Do you agree with the following statements?,The SSPD works together with community members to solve local problems.:Do you agree with the following statements?,I trust the SSPD to make decisions that are good for everyone in our city:Do you agree with the following statements?,The SSPD is effective at fighting crime:Do you agree with the following statements?,I trust the SSPD to investigate and discipline its own officers:Do you agree with the following statements?,"If I have a complaint against SSPD, I am confident it will be acted on objectively and respectfully:Do you agree with the following statements?",I can count on the SSPD to be there when I need them:Do you agree with the following statements?,"SSPD Officers uniformly treat people with fairness and respect without considering their race, gender, age, religion or sexual orientation:Do you agree with the following statements?",I approve of having police patrol my local neighborhood daily:Do you agree with the following statements?,I would like more officers moved from cars to out on foot patrol walking a beat:Do you agree with the following statements?,"Overall, how satisfied are you with the Saratoga Springs Police Department?",How would you improve the SSPD?,Entered Email
701,"Jan 28, 2021 10:00:25 AM","Jan 28, 2021 10:07:46 AM",https://l.facebook.com/,s06U/CTxqNNuScAyfRrWxw==,United States,Chestnut Hill,MA,4,,,,,,,7,1,2,1,1,1,1,1,,1,,,0,1,"I was living in Saratoga Springs at the time (on [location redacted]). I was at the counter protest to the Blue Lives Matter rally in July when there were pepper bullets fired into our crowd despite protesting peacefully. We were told we'd be arrested, which could have happened without the pepper bullets, but the police chose violence instead. Robin Dalton then told the community that there was no pepper spray used, which was a harmful misrepresentation of the truth. The difference between pepper spray and pepper bullets is basically null. ",1,1,1,1,1,1,1,1,1,0,0,3,2,2,2,2,2,2,2,2,2,2,2,Review boards made up of citizens of the city who come from diverse walks of life and who actually all have an equal opportunity to speak up. Completely cut ties with state police that brought in military grade vehicles over the summer. Get rid of the horses so you can give that money back to the community in the form of mental health and homeless services rather than using it for aesthetic policing purposes.,Yes
702,"Jan 28, 2021 10:01:44 AM","Jan 28, 2021 10:12:02 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,mbfb4Uiw1bkZ9pJ3Ftc3BQ==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,1,1,1,1,1,,1,,,0,0,,1,1,1,1,1,1,1,1,1,0,0,3,3,3,3,3,2,3,4,3,4,3,4,in the ways described above.,No
703,"Jan 28, 2021 10:07:58 AM","Jan 28, 2021 10:18:17 AM",https://l.instagram.com/,Bt5nnFt6zHdwWViN5cBHgQ==,United States,Warsaw,NY,3,,,,,,,7,0,3,1,,,,,,,1,If there is any type of violence or threat of violence police is the #1. Once in custody then bring in social workers or other to help with further care. I dont trust a social worker over a cop to help take care of a violent person. ,1,1,"Most police officers are wonderful, that said there are a few who take the power they have been given and misuse it. One of my amazing friends of color has been treated unfairly because of the color of his skin. Being stopped as he was apparently ""suspicious"" and then frisked. he has said he understands but doesnt think walking from point a to b in his neighborhood is suspicious. ",2,1,0,0,0,1,0,0,0,0,1,1,5,5,5,5,4,4,5,5,5,3,5,,No
704,"Jan 28, 2021 10:08:45 AM","Jan 28, 2021 10:12:38 AM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey%3Ffbclid%3DIwAR2nXei9Q6SbKrkX-mc-n6U-5wSIXgVqKk11iDSyqqAoXWtgkpHnPmvJjTM&e=ATM5XnFeF3ewBxM5C_KAHUoxsthvi26igolkoIHepibbEocP-bwBubfPa2_HHcp76IQN-0T4ZFOCWpyjDSgVww&s=1,sKVki/8DJUv2zbfYCuM3pQ==,United States,Boston,MA,1,,,,,,,7,1,2,3,1,1,1,1,,1,,,0,1,Someone I know ,1,1,1,1,1,1,2,1,1,0,0,1,1,1,2,1,1,2,2,2,4,3,2,,No
705,"Jan 28, 2021 10:09:46 AM","Jan 28, 2021 10:13:11 AM",https://www.facebook.com/,6r/lPLV/PZXKanuS8N9Kfw==,United States,Saratoga Springs,NY,1,1,,,,,,,0,3,2,1,1,1,1,1,1,,,1,0,,0,0,0,0,0,2,0,0,0,,,,4,5,4,4,5,5,5,5,5,5,5,,No
706,"Jan 28, 2021 10:14:26 AM","Jan 28, 2021 10:17:57 AM",http://m.facebook.com,fbl2QAKKE3Pocx1BP6wVvg==,United States,Brooklyn,NY,3,,,,,,,7,0,2,1,1,1,1,1,,1,,,0,1,"I was present at the events over the summer in downtown Saratoga Springs and watched the police officers treat Black Lives Matter protestors, and specifically POC at these protests, disproportionally worse than the way they treated Blue Lives Matter protestors. ",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,1,,No
707,"Jan 28, 2021 10:17:03 AM","Feb 20, 2021 7:58:39 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,lbddlQDaGYJcvih6BHOi1Q==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,2,1,,1,1,,,,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,3,5,5,5,5,5,They are doing a great kid considering the conditions,Yes
708,"Jan 28, 2021 10:22:38 AM","Jan 28, 2021 10:22:38 AM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey%3Ffbclid%3DIwAR2nXei9Q6SbKrkX-mc-n6U-5wSIXgVqKk11iDSyqqAoXWtgkpHnPmvJjTM&e=ATOu1q5zu8CSLB1SM6Qj1_DSQPsbeJq46Sh02GWOFCD_bB6NVZ24zNbKD-Q_uGAuq0grO7Tee3UFRY6T0Gf9yGxqUVFfM871LD8mjg&s=1,ZyZmy9hVt+IafaOpteT95A==,United States,Saratoga Springs,NY,2,,,,,,,7,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
709,"Jan 28, 2021 10:25:55 AM","Jan 28, 2021 10:28:37 AM",https://link.edgepilot.com/s/d1106d11/7XoSfmYZakq8-7-X2fzy_A?u=https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,ykdPxyEtueIu932Feae+zA==,United States,Schenectady,NY,2,,,,,,,7,0,4,2,,1,1,,,,,,1,0,,1,1,0,0,2,1,0,0,1,,,,,,,,,,,,,,,,No
710,"Jan 28, 2021 10:26:48 AM","Jan 28, 2021 10:31:14 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,/wNI9/lUGZxuJtMvp5Ns1Q==,United States,Saratoga Springs,NY,1,,,,,,,7,0,,2,1,1,1,1,,1,,,0,0,,1,1,1,1,1,1,1,1,1,1,0,1,4,3,2,3,2,3,3,3,4,4,4,,No
711,"Jan 28, 2021 10:30:14 AM","Jan 28, 2021 10:36:32 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,QT9KZsL6nOmYCmJBo5crCQ==,United States,Ballston Spa,NY,1,1,,,,,,,1,5,1,1,1,1,,,,,,,,,,,,,,,,,,0,1,4,2,2,2,3,1,2,4,2,3,3,3,More involvement with community and social service organizations ,Yes
712,"Jan 28, 2021 10:48:59 AM","Jan 28, 2021 10:54:04 AM",http://m.facebook.com/,96j9mlSdjQho8GKj/7KRQg==,United States,Lehigh Acres,FL,2,,,,,,,7,0,6,1,1,1,1,1,,1,,,1,0,,1,1,1,1,1,1,1,1,2,0,0,1,4,4,4,4,4,4,4,4,4,4,4,,No
713,"Jan 28, 2021 10:56:57 AM","Jan 28, 2021 11:01:12 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,uuYpYTTVPMRGJIGsed/3IA==,United States,Haddonfield,NJ,4,,,,,,,7,0,4,2,1,,1,,,,,,0,1,Verbal Abuse and Lied to me,1,1,1,0,1,0,0,0,1,0,0,0,4,4,4,4,3,3,4,3,5,3,4,,No
714,"Jan 28, 2021 10:57:24 AM","Feb 17, 2021 8:28:27 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,AtgFYSZUNLfyLWs/Bad2mA==,United States,Ballston Spa,NY,1,,,,,,,7,0,6,2,1,1,1,,,,,,2,0,,0,1,1,0,0,2,0,0,2,0,0,1,3,4,4,3,4,4,4,4,4,3,4,Fine the way they are,Yes
715,"Jan 28, 2021 10:57:12 AM","Jan 28, 2021 12:13:16 PM",https://mail.saratogapolice.org/,zGRChvIl8Ej7OKSB2QANMw==,United States,Saratoga Springs,NY,2,,,,,,,7,0,3,2,,,,,,,1,"If involving crime, police should handle. Follow up could be support services. ",1,0,,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,5,3,5,"We in the community should know that the police have a difficult job and when they have to respond to crime it's not always going to be the perfect outcome for everyone involved. These are rapidly unfolding events that us in the community have the pleasure of hindsight. It's easy for us to say we would do something different but we don't know that for sure. We have given the police an impossible job, to hold people accountable for their actions, give victims a voice, but think that everyone will like them. Police should be held accountable for their actions but on an individual basis, not a broad generalization by a few that will never be happy with the police regardless of how professional they are. SSPD is one of the most professional police departments in the state, we shouldn't create an issue where there isn't one. We should be proud and show that this city is an example for other departments. ",Yes
716,"Jan 28, 2021 11:00:47 AM","Jan 28, 2021 11:00:47 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,4hKFiJ98fQcYU7NmklmrMQ==,United States,Detroit,MI,2,,,,,,,7,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
717,"Jan 28, 2021 10:59:21 AM","Jan 28, 2021 11:03:47 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,/KbYTJskhsxadfSDpbIm8g==,United States,Saratoga Springs,NY,2,,,,,,,7,1,3,1,1,1,,,,1,,,0,1,"My own sister by NYS Troopers, myself by members of the Troy Police dept and countless friends and family with NYPD. ",0,1,1,1,1,1,1,1,1,0,1,0,3,3,2,3,1,2,3,2,2,3,3,,No
718,"Jan 28, 2021 11:09:43 AM","Jan 28, 2021 11:12:25 AM",http://m.facebook.com,drTCl2FwdO9v3QCaEoB4bQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,2,1,1,1,,,,,,1,0,,0,1,1,0,0,1,0,0,1,0,1,1,5,5,4,4,4,4,5,5,5,3,5,,No
719,"Jan 28, 2021 11:20:26 AM","Jan 28, 2021 11:26:27 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,XuMQWQYG+ojMhjf7H6XNtA==,United States,San Diego,CA,1,,,,,,,7,1,4,1,,,,,,,1,You cannot eliminate the need for police in any or all.,1,0,,1,1,0,2,0,1,1,1,0,0,1,2,5,4,5,5,4,4,5,4,5,3,5,Continuing education for police and citizens about the value of a law abiding culture. ,No
720,"Jan 28, 2021 11:21:30 AM","Jan 28, 2021 11:28:20 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,JJv7H0Wo37qPH36y+C/V4A==,United States,Westerlo,NY,1,,,,,,,7,0,5,2,,,,,,,1,"depends - police are always the first to respond to any emergency, no matter what the reason",2,1,"40 years ago, does it matter?",1,1,1,2,2,1,2,0,2,0,2,2,3,3,4,3,4,4,4,3,5,4,4,"I don't like seeing the police cars running red lights, driving erratically, and basically flaunting the driving laws.  I also don't understand why almost all the police drivers wear dark sunglasses when driving, even at dusk/dark - to look cool or intimidating?",Yes
721,"Jan 28, 2021 11:30:28 AM","Jan 28, 2021 11:46:05 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,/N7+s5vvrx3klQMrTJ1k4Q==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,1,,,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,4,4,3,3,2,2,4,3,4,5,3,"More training for dealing with volatile situations. More and open investigation of incidents where force is used. More ability to use mental health professionals instead of, or in conjunction with domestic disputes and disorderly conduct.",Yes
722,"Jan 28, 2021 11:34:47 AM","Jan 28, 2021 11:37:19 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey?fbclid=IwAR2QcwbFnzMXvI1QPqi7B6h98P0GX5oQ-TqNM_NWpGUdGjof7IXLytjWUjc,sp/ZKWXWR2ktNN9Cry8P5w==,United States,Saratoga Springs,NY,2,,,,,,,7,0,2,2,1,1,1,1,1,1,1,Pretty much all nonviolent crime,,,,,,,,,,,,,0,1,4,2,1,2,3,1,1,4,2,3,2,2,Less force against homeless  Stop harassing people,No
723,"Jan 28, 2021 11:35:25 AM","Jan 28, 2021 11:39:50 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,+fmif4X/2gpQ59rTGAqTQA==,United States,Ballston Spa,NY,1,,,,,,,7,0,6,1,1,1,1,,,1,,,1,0,,1,1,1,0,1,1,0,0,1,0,1,2,4,4,4,4,3,3,5,4,5,4,4,,No
724,"Jan 28, 2021 11:40:10 AM","Jan 28, 2021 11:46:56 AM",https://mail.saratogapolice.org/,zGRChvIl8Ej7OKSB2QANMw==,United States,Saratoga Springs,NY,2,,,,,,,7,0,6,2,1,1,,,,,,,1,0,,1,1,1,2,2,2,2,1,2,0,1,3,4,4,4,4,5,4,4,4,4,3,4,,Yes
725,"Jan 28, 2021 11:43:23 AM","Jan 28, 2021 11:56:55 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey?fbclid=IwAR2QcwbFnzMXvI1QPqi7B6h98P0GX5oQ-TqNM_NWpGUdGjof7IXLytjWUjc,9nHpO1Xi+aEmjxrjvgyr5g==,United States,Cazenovia,NY,1,,,,,,,7,0,5,2,1,1,1,,,,,,2,1,As a car driver leaving downtown i was pulled over by Saratoga PD for suspicion of consuming alcohol. I had pizza only. Just because I was parked across from [location redacted] an assumption was made by the officer. [personally identifiable incident redacted]. I felt I was pulled over on the last day of the month to meet a dept arrest quota. Im a longtime taxpayer and what occured was unprofessional.,1,1,1,1,2,1,2,1,1,0,1,1,3,3,4,3,2,3,3,3,4,3,3,no comment,No
726,"Jan 28, 2021 11:46:31 AM","Jan 28, 2021 11:53:55 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,wPQsI9kmvlHjjMWUA4QGZQ==,United States,Slingerlands,NY,1,,,,,,,7,0,4,1,,,,,,,1,"Social workers can work in partnership with police, but police should be in charge of any dangerous situations.",1,0,,2,1,2,0,0,2,2,0,0,0,1,1,4,4,4,4,3,4,4,4,5,5,4,,No
727,"Jan 28, 2021 11:47:50 AM","Jan 28, 2021 11:49:36 AM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey%3Ffbclid%3DIwAR2QcwbFnzMXvI1QPqi7B6h98P0GX5oQ-TqNM_NWpGUdGjof7IXLytjWUjc&e=ATPbI7p4Ob1oDDfZ8yESoAhShMWCE6twt3-uFv9Gve0VhsVq5dt0vSNwY4Z9iRR7RZ7G6qcp-sNZGkVoeWIo9Mg6Q_DXCbKmHuLzJg&s=1,dlvCBWsmKY0XJcYoV+CpiQ==,United States,Ballston Spa,NY,1,,,,,,,7,1,2,1,1,1,1,1,,1,,,0,1,,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,3,1,,No
728,"Jan 28, 2021 12:00:25 PM","Jan 28, 2021 12:07:07 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,VU2y6geUW2su+HZOV8b0Ww==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,1,1,1,,1,,,0,0,,1,1,1,1,1,1,1,1,1,1,0,1,2,2,3,3,2,2,2,2,3,5,2,"When I called about a burglary (my car was broken into), the officer expressed surprise my car was broken into. He hadn't brought anything with him to process the report, including a camera, when my door was noticeably wrecked.  I watched the protests last summer from my window, and SSPD did nothing as people from Back the Blue rally rode motorcycles around police protection and intimidated BLM protesters.  There is evidence of drunk driving every weekend at Phila street garage, including numerous empty cans and bottles, and no police presence for this obvious threat to public safety.",Yes
729,"Jan 28, 2021 12:04:20 PM","Jan 28, 2021 12:09:21 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,iFqsM9zp10hTR2rXpD1F2Q==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,1,1,1,1,,1,,,,0,0,,1,1,1,1,1,1,2,1,1,0,0,1,2,3,2,3,1,2,3,2,3,4,3,More transparency of complaints and accountability for excessive use of force.  ,No
730,"Jan 28, 2021 12:08:14 PM","Jan 28, 2021 12:12:57 PM",http://m.facebook.com/,rurwZakoTYW0XivdUNbZnA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,1,,,,,,,1,0,,0,1,1,2,1,1,1,2,2,0,1,1,5,5,5,4,5,5,5,4,5,4,5,"I don't know how I would improve the SSPD. I do believe that they treat everyone fairly and handle situations to the best of their skill, knowledge and the laws. If someone or something wasn't done fairly, I'm sure there would be an investigation , etc ",No
731,"Jan 28, 2021 12:10:41 PM","Jan 28, 2021 12:16:08 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,mraro00tTkGK16RrvFz0yg==,United States,Brooklyn,NY,1,,,,,,,7,0,3,2,1,1,,,,,,,1,0,,2,1,0,2,2,1,2,0,0,1,1,1,4,3,5,5,5,4,5,4,4,4,4,Stop making everything about Race. Race should not be involved on a report as it creates more division... You instantly separate individuals rather than being inclusive and treating everyone similar.,No
732,"Jan 28, 2021 12:14:33 PM","Jan 28, 2021 12:21:39 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,1IUvKE+tWue+vaMQmTHgpg==,United States,Clifton Park,NY,2,,,,,,,7,0,3,1,1,,1,,,1,,,1,0,,0,2,0,0,0,0,0,1,2,0,0,0,5,5,5,5,5,5,5,5,5,2,5,I think SSPD is very efficient and should be given the trust and respect of the community that it deserves. Now is one of the times where it is easy to point the finger and blame police for every little thing. I think it is the community that needs to improve its treatment of SSPD officers who work hard to protect the public and its businesses and residents.,No
733,"Jan 28, 2021 12:20:17 PM","Jan 28, 2021 12:39:34 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,duwAngskaLplyGj4h0yMKQ==,United States,Ballston Spa,NY,1,,,,,,,7,0,6,2,1,,1,,,,,,0,1,unnessesary stops for non issues ,1,1,2,1,1,1,1,0,2,0,2,1,2,2,2,3,2,2,4,3,4,3,3,for those who want improvement                        GET INVOLVED !!!!!!!,Yes
734,"Jan 28, 2021 12:29:03 PM","Jan 28, 2021 8:56:10 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,bjG+LySVNV99nimr5WI8bw==,United States,New York,NY,3,,,,,,,7,0,4,1,1,1,1,,,,,,1,0,,2,1,0,0,0,0,0,0,2,0,0,1,5,5,5,5,5,5,5,5,5,3,5,More investigation work ,Yes
735,"Jan 28, 2021 12:32:16 PM","Jan 28, 2021 12:47:43 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,HpRZP3mjrV/V0Z/1iysi4g==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,,1,The last three could be handled in unison with other police personnel as well as social workers. ,0,0,,1,1,0,0,2,1,0,1,1,0,0,0,4,3,3,3,2,3,5,3,4,3,4,I'm very new to living in Saratoga so I don't have any suggestions. I have lived 6 miles outside of Saratoga for many years so I could answer some questions. HOWEVER. I do have a comment:  THE HANDLING of the potential July protest for BLM was a disgrace and embarrassment for me to say I lived here or anywhere near here. ,No
736,"Jan 28, 2021 12:40:26 PM","Jan 28, 2021 12:40:26 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,zwE3+r/sA/deuOvKPDHHbg==,"Korea, Republic of",Busan,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
737,"Jan 28, 2021 12:45:43 PM","Jan 28, 2021 12:45:43 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,FEDXf84CPhNYZ6oM5dXgdw==,United States,Saratoga Springs,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
738,"Jan 28, 2021 12:46:14 PM","Jan 28, 2021 12:48:51 PM",https://mail.saratogapolice.org/,zGRChvIl8Ej7OKSB2QANMw==,United States,Saratoga Springs,NY,1,,,,,,,7,1,4,4,1,1,1,,,,,,1,0,,0,2,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,No
739,"Jan 28, 2021 12:48:19 PM","Feb 2, 2021 1:49:10 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey?fbclid=IwAR2QcwbFnzMXvI1QPqi7B6h98P0GX5oQ-TqNM_NWpGUdGjof7IXLytjWUjc,y6xmKJYrKXOmhgdHl06Mqw==,United States,Ballston Spa,NY,1,,,,,,,7,1,2,2,1,1,1,1,,1,,,0,1,Multiple friends who have been mistreated at various protests,1,1,1,1,1,1,1,1,1,0,1,0,2,1,3,3,1,1,3,1,3,3,2,,No
740,"Jan 28, 2021 12:46:39 PM","Jan 28, 2021 12:51:33 PM",https://mail.saratogapolice.org/,/1U8CqFASnti0io1dcK6tg==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,2,1,,1,,,,,,1,0,,1,0,0,0,0,1,0,0,0,0,1,1,5,5,5,5,5,5,5,5,5,4,5,,No
741,"Jan 28, 2021 12:53:38 PM","Jan 28, 2021 12:57:23 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,uF4J65Yucgn+hepuiodaJg==,United States,Albany,NY,3,,,,,,,7,0,5,2,,,1,,,,,,1,0,,1,0,0,0,2,0,0,0,1,0,0,1,5,5,5,5,5,5,5,5,5,4,5,,No
742,"Jan 28, 2021 12:56:14 PM","Jan 28, 2021 12:59:43 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,O95Wjc0Vi2tFVHfW5wOciw==,United States,Albany,NY,2,,,,,,,7,0,3,2,1,1,,,,,,,1,0,,1,1,2,2,0,1,0,0,2,0,1,1,4,5,5,5,5,5,5,5,5,3,5,,Yes
743,"Jan 28, 2021 12:55:25 PM","Jan 28, 2021 1:00:06 PM",http://m.facebook.com,pX4f6+fh+klpvz7iVhcIGA==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,1,1,1,1,,,1,,,1,0,,1,1,1,1,1,1,0,1,1,0,0,1,4,4,4,4,4,4,4,4,5,4,4,More physical presence in the Geyser Crest neighborhood and surrounding neighborhoods. ,Yes
744,"Jan 28, 2021 1:01:11 PM","Jan 28, 2021 1:05:20 PM",https://l.instagram.com/?u=https%3A%2F%2Fsurvey.alchemer.com%2Fs3%2F5800463%2FSaratoga-Policing-Survey%3Ffbclid%3DIwAR2QcwbFnzMXvI1QPqi7B6h98P0GX5oQ-TqNM_NWpGUdGjof7IXLytjWUjc&e=ATNiW6NmVaxUV9mDEY5hGQZseOy6Dz8W8860Xidw3GnLcsqm3y_NmhmBiDl33LePF19kB4wqD54eAK9TWhruHQ&s=1,8nNyczEBWbFiHQT1oYf/uw==,United States,West Harrison,NY,1,,,3,,,,7,1,2,1,1,1,1,1,,1,,,0,0,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,1,1,1,1,1,1,1,mentioned above,No
745,"Jan 28, 2021 12:59:46 PM","Jan 28, 2021 1:09:09 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,aI2aijGodSMccCTeXA51Lg==,United States,Albany,NY,1,,,,,,,7,0,4,1,1,1,1,,,,,,1,0,,2,2,0,0,2,2,1,2,2,1,1,3,4,4,4,3,3,3,4,4,3,3,4,"Arrests should be commensurate with violations of the law. It is racist not to arrest someone based on race, just as much as it is to arrest based on race. Expectations and protocols should be the same, regardless of skin color.",No
746,"Jan 28, 2021 1:12:24 PM","Jan 28, 2021 1:12:24 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,C9cdlqK39IXr47S7TAPEyQ==,United States,Buffalo,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
747,"Jan 28, 2021 1:19:30 PM","Jan 28, 2021 1:29:20 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,C9cdlqK39IXr47S7TAPEyQ==,United States,Buffalo,NY,4,,,,,,,7,0,4,2,1,,1,,,,,,1,0,,0,2,0,2,0,2,2,0,0,1,1,1,5,5,5,4,4,5,5,5,5,4,5,,No
748,"Jan 28, 2021 1:25:35 PM","Jan 28, 2021 1:27:07 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,zGRChvIl8Ej7OKSB2QANMw==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,1,1,1,,,,,,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,No
749,"Jan 28, 2021 1:43:18 PM","Jan 28, 2021 1:49:20 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,Jxq4sutJ53kFc/98STa3Tw==,United States,Germantown,NY,3,,,,,,,7,0,3,1,1,,,,,,,,1,0,,2,1,0,2,0,1,2,0,2,0,0,1,5,5,5,5,5,5,5,5,5,4,5,,No
750,"Jan 28, 2021 1:50:13 PM","Jan 28, 2021 1:50:13 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,9uV/gZ6m97DXwPk3ulIQAw==,Hong Kong,Central District,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
